@RELATION "Short sentence similarity"

@ATTRIBUTE similar {yes, no}
@ATTRIBUTE diff_Tag_CC NUMERIC
@ATTRIBUTE diff_Tag_DT NUMERIC
@ATTRIBUTE diff_Tag_EX NUMERIC
@ATTRIBUTE diff_Tag_FW NUMERIC
@ATTRIBUTE diff_Tag_IN NUMERIC
@ATTRIBUTE diff_Tag_JJ NUMERIC
@ATTRIBUTE diff_Tag_JJR NUMERIC
@ATTRIBUTE diff_Tag_JJS NUMERIC
@ATTRIBUTE diff_Tag_LS NUMERIC
@ATTRIBUTE diff_Tag_MD NUMERIC
@ATTRIBUTE diff_Tag_NN NUMERIC
@ATTRIBUTE diff_Tag_NNS NUMERIC
@ATTRIBUTE diff_Tag_NNP NUMERIC
@ATTRIBUTE diff_Tag_NNPS NUMERIC
@ATTRIBUTE diff_Tag_PDT NUMERIC
@ATTRIBUTE diff_Tag_POS NUMERIC
@ATTRIBUTE diff_Tag_PRP NUMERIC
@ATTRIBUTE diff_Tag_PRP$ NUMERIC
@ATTRIBUTE diff_Tag_RB NUMERIC
@ATTRIBUTE diff_Tag_RBR NUMERIC
@ATTRIBUTE diff_Tag_RBS NUMERIC
@ATTRIBUTE diff_Tag_RP NUMERIC
@ATTRIBUTE diff_Tag_SYM NUMERIC
@ATTRIBUTE diff_Tag_TO NUMERIC
@ATTRIBUTE diff_Tag_UH NUMERIC
@ATTRIBUTE diff_Tag_VB NUMERIC
@ATTRIBUTE diff_Tag_VBD NUMERIC
@ATTRIBUTE diff_Tag_VBG NUMERIC
@ATTRIBUTE diff_Tag_VBN NUMERIC
@ATTRIBUTE diff_Tag_VBP NUMERIC
@ATTRIBUTE diff_Tag_VBZ NUMERIC
@ATTRIBUTE diff_Tag_WDT NUMERIC
@ATTRIBUTE diff_Tag_WRB NUMERIC
@ATTRIBUTE semSim_Tag_NN NUMERIC
@ATTRIBUTE semSim_Tag_NNS NUMERIC
@ATTRIBUTE semSim_Tag_NNP NUMERIC
@ATTRIBUTE semSim_Tag_NNPS NUMERIC
@ATTRIBUTE semSim_Tag_VB NUMERIC
@ATTRIBUTE semSim_Tag_VBD NUMERIC
@ATTRIBUTE semSim_Tag_VBG NUMERIC
@ATTRIBUTE semSim_Tag_VBN NUMERIC
@ATTRIBUTE semSim_Tag_VBP NUMERIC
@ATTRIBUTE semSim_Tag_VBZ NUMERIC
@ATTRIBUTE lexSim_Tag_CC NUMERIC
@ATTRIBUTE lexSim_Tag_DT NUMERIC
@ATTRIBUTE lexSim_Tag_EX NUMERIC
@ATTRIBUTE lexSim_Tag_FW NUMERIC
@ATTRIBUTE lexSim_Tag_IN NUMERIC
@ATTRIBUTE lexSim_Tag_JJ NUMERIC
@ATTRIBUTE lexSim_Tag_JJR NUMERIC
@ATTRIBUTE lexSim_Tag_JJS NUMERIC
@ATTRIBUTE lexSim_Tag_LS NUMERIC
@ATTRIBUTE lexSim_Tag_MD NUMERIC
@ATTRIBUTE lexSim_Tag_NN NUMERIC
@ATTRIBUTE lexSim_Tag_NNS NUMERIC
@ATTRIBUTE lexSim_Tag_NNP NUMERIC
@ATTRIBUTE lexSim_Tag_NNPS NUMERIC
@ATTRIBUTE lexSim_Tag_PDT NUMERIC
@ATTRIBUTE lexSim_Tag_POS NUMERIC
@ATTRIBUTE lexSim_Tag_PRP NUMERIC
@ATTRIBUTE lexSim_Tag_PRP$ NUMERIC
@ATTRIBUTE lexSim_Tag_RB NUMERIC
@ATTRIBUTE lexSim_Tag_RBR NUMERIC
@ATTRIBUTE lexSim_Tag_RBS NUMERIC
@ATTRIBUTE lexSim_Tag_RP NUMERIC
@ATTRIBUTE lexSim_Tag_SYM NUMERIC
@ATTRIBUTE lexSim_Tag_TO NUMERIC
@ATTRIBUTE lexSim_Tag_UH NUMERIC
@ATTRIBUTE lexSim_Tag_VB NUMERIC
@ATTRIBUTE lexSim_Tag_VBD NUMERIC
@ATTRIBUTE lexSim_Tag_VBG NUMERIC
@ATTRIBUTE lexSim_Tag_VBN NUMERIC
@ATTRIBUTE lexSim_Tag_VBP NUMERIC
@ATTRIBUTE lexSim_Tag_VBZ NUMERIC
@ATTRIBUTE lexSim_Tag_WDT NUMERIC
@ATTRIBUTE lexSim_Tag_WRB NUMERIC
@ATTRIBUTE diffNouns NUMERIC
@ATTRIBUTE semSimNouns NUMERIC
@ATTRIBUTE lexSimNouns NUMERIC
@ATTRIBUTE diffVerbs NUMERIC
@ATTRIBUTE semSimVerbs NUMERIC
@ATTRIBUTE lexSimVerbs NUMERIC
@ATTRIBUTE diff_Dep_auxpass NUMERIC
@ATTRIBUTE semSim_Dep_auxpass NUMERIC
@ATTRIBUTE lexSim_Dep_auxpass NUMERIC
@ATTRIBUTE diff_Dep_cop NUMERIC
@ATTRIBUTE semSim_Dep_cop NUMERIC
@ATTRIBUTE lexSim_Dep_cop NUMERIC
@ATTRIBUTE diff_Dep_conj NUMERIC
@ATTRIBUTE semSim_Dep_conj NUMERIC
@ATTRIBUTE lexSim_Dep_conj NUMERIC
@ATTRIBUTE diff_Dep_cc NUMERIC
@ATTRIBUTE semSim_Dep_cc NUMERIC
@ATTRIBUTE lexSim_Dep_cc NUMERIC
@ATTRIBUTE diff_Dep_nsubj NUMERIC
@ATTRIBUTE semSim_Dep_nsubj NUMERIC
@ATTRIBUTE lexSim_Dep_nsubj NUMERIC
@ATTRIBUTE diff_Dep_csubj NUMERIC
@ATTRIBUTE semSim_Dep_csubj NUMERIC
@ATTRIBUTE lexSim_Dep_csubj NUMERIC
@ATTRIBUTE diff_Dep_dobj NUMERIC
@ATTRIBUTE semSim_Dep_dobj NUMERIC
@ATTRIBUTE lexSim_Dep_dobj NUMERIC
@ATTRIBUTE diff_Dep_iobj NUMERIC
@ATTRIBUTE semSim_Dep_iobj NUMERIC
@ATTRIBUTE lexSim_Dep_iobj NUMERIC
@ATTRIBUTE diff_Dep_pobj NUMERIC
@ATTRIBUTE semSim_Dep_pobj NUMERIC
@ATTRIBUTE lexSim_Dep_pobj NUMERIC
@ATTRIBUTE diff_Dep_attr NUMERIC
@ATTRIBUTE semSim_Dep_attr NUMERIC
@ATTRIBUTE lexSim_Dep_attr NUMERIC
@ATTRIBUTE diff_Dep_ccomp NUMERIC
@ATTRIBUTE semSim_Dep_ccomp NUMERIC
@ATTRIBUTE lexSim_Dep_ccomp NUMERIC
@ATTRIBUTE diff_Dep_xcomp NUMERIC
@ATTRIBUTE semSim_Dep_xcomp NUMERIC
@ATTRIBUTE lexSim_Dep_xcomp NUMERIC
@ATTRIBUTE diff_Dep_mark NUMERIC
@ATTRIBUTE semSim_Dep_mark NUMERIC
@ATTRIBUTE lexSim_Dep_mark NUMERIC
@ATTRIBUTE diff_Dep_rel NUMERIC
@ATTRIBUTE semSim_Dep_rel NUMERIC
@ATTRIBUTE lexSim_Dep_rel NUMERIC
@ATTRIBUTE diff_Dep_acomp NUMERIC
@ATTRIBUTE semSim_Dep_acomp NUMERIC
@ATTRIBUTE lexSim_Dep_acomp NUMERIC
@ATTRIBUTE diff_Dep_agent NUMERIC
@ATTRIBUTE semSim_Dep_agent NUMERIC
@ATTRIBUTE lexSim_Dep_agent NUMERIC
@ATTRIBUTE diff_Dep_ref NUMERIC
@ATTRIBUTE semSim_Dep_ref NUMERIC
@ATTRIBUTE lexSim_Dep_ref NUMERIC
@ATTRIBUTE diff_Dep_expl NUMERIC
@ATTRIBUTE semSim_Dep_expl NUMERIC
@ATTRIBUTE lexSim_Dep_expl NUMERIC
@ATTRIBUTE diff_Dep_advcl NUMERIC
@ATTRIBUTE semSim_Dep_advcl NUMERIC
@ATTRIBUTE lexSim_Dep_advcl NUMERIC
@ATTRIBUTE diff_Dep_purpcl NUMERIC
@ATTRIBUTE semSim_Dep_purpcl NUMERIC
@ATTRIBUTE lexSim_Dep_purpcl NUMERIC
@ATTRIBUTE diff_Dep_tmod NUMERIC
@ATTRIBUTE semSim_Dep_tmod NUMERIC
@ATTRIBUTE lexSim_Dep_tmod NUMERIC
@ATTRIBUTE diff_Dep_rcmod NUMERIC
@ATTRIBUTE semSim_Dep_rcmod NUMERIC
@ATTRIBUTE lexSim_Dep_rcmod NUMERIC
@ATTRIBUTE diff_Dep_amod NUMERIC
@ATTRIBUTE semSim_Dep_amod NUMERIC
@ATTRIBUTE lexSim_Dep_amod NUMERIC
@ATTRIBUTE diff_Dep_infmod NUMERIC
@ATTRIBUTE semSim_Dep_infmod NUMERIC
@ATTRIBUTE lexSim_Dep_infmod NUMERIC
@ATTRIBUTE diff_Dep_partmod NUMERIC
@ATTRIBUTE semSim_Dep_partmod NUMERIC
@ATTRIBUTE lexSim_Dep_partmod NUMERIC
@ATTRIBUTE diff_Dep_num NUMERIC
@ATTRIBUTE semSim_Dep_num NUMERIC
@ATTRIBUTE lexSim_Dep_num NUMERIC
@ATTRIBUTE diff_Dep_number NUMERIC
@ATTRIBUTE semSim_Dep_number NUMERIC
@ATTRIBUTE lexSim_Dep_number NUMERIC
@ATTRIBUTE diff_Dep_appos NUMERIC
@ATTRIBUTE semSim_Dep_appos NUMERIC
@ATTRIBUTE lexSim_Dep_appos NUMERIC
@ATTRIBUTE diff_Dep_advmod NUMERIC
@ATTRIBUTE semSim_Dep_advmod NUMERIC
@ATTRIBUTE lexSim_Dep_advmod NUMERIC
@ATTRIBUTE diff_Dep_neg NUMERIC
@ATTRIBUTE semSim_Dep_neg NUMERIC
@ATTRIBUTE lexSim_Dep_neg NUMERIC
@ATTRIBUTE diff_Dep_poss NUMERIC
@ATTRIBUTE semSim_Dep_poss NUMERIC
@ATTRIBUTE lexSim_Dep_poss NUMERIC
@ATTRIBUTE diff_Dep_possessive NUMERIC
@ATTRIBUTE semSim_Dep_possessive NUMERIC
@ATTRIBUTE lexSim_Dep_possessive NUMERIC
@ATTRIBUTE diff_Dep_prt NUMERIC
@ATTRIBUTE semSim_Dep_prt NUMERIC
@ATTRIBUTE lexSim_Dep_prt NUMERIC
@ATTRIBUTE diff_Dep_det NUMERIC
@ATTRIBUTE semSim_Dep_det NUMERIC
@ATTRIBUTE lexSim_Dep_det NUMERIC
@ATTRIBUTE diff_Dep_prep NUMERIC
@ATTRIBUTE semSim_Dep_prep NUMERIC
@ATTRIBUTE lexSim_Dep_prep NUMERIC
@ATTRIBUTE diff_Dep_xsubj NUMERIC
@ATTRIBUTE semSim_Dep_xsubj NUMERIC
@ATTRIBUTE lexSim_Dep_xsubj NUMERIC
@ATTRIBUTE diff_All NUMERIC
@ATTRIBUTE overallLexsim NUMERIC

@DATA
yes,0,0,0,0,2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0.63662647546,0,0,0.0766964988847,0,0,0,0,1.0,1.0,0,0,0.212647665576,0,0,0,0,0,1.0,0,0.636933064941,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0.384615384615,0,0,0,0,0,0,1,0.648698212856,0.650537004473,1,0.06415002991,0.274617518191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0.249004694265,0.249691465437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0.0454378221944,0,0,0,0,0,0,0,3,0.420923268116,0.420923268116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0.0357142857143,1,0,0.125,0,0,0,3,0.673790006783
yes,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926367113173,0,0.608486984459,0,0,1.0,0,0,0,0,0,0.927172649946,0,0,1.0,0.914438502674,0,0,0,0,0.937042571332,0,0.593603753346,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.88393774271,0.833481025234,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333,0.833333333333,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,0.867433623069,0.867433623069,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0.629960524947,0.512532105983,0,0.333333333333,0.0357142857143,0,0,0,6,0.75,0.75,0,1.0,1.0,0,0,0,2,0.899151502304
no,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.695605284443,0,1.0,0,0,1.0,0,0.870388279778,0,0,0,0.928476690885,0,0,1.0,1.0,0,0,0,0,0.543249950006,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0.841569391764,0,0,0,0,0,0.862468022902,0.802957005688,1,0.924016832422,0.91785703596,0,0,0,0,0,0,1,0,0,1,0,0,3,0.833333333333,0.833333333333,0,0,0,0,0.629960524947,0.508320219696,0,0,0,0,0.845295577089,0.83462189487,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.666666666667,0.511904761905,0,0,0,0,0,0,0,0.333333333333,0.0238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0.833333333333,0.833333333333,0,0.714285714286,0.674074074074,0,0,0,5,0.887419392389
yes,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.915644030191,1.0,0,0,0,0,0,0,0.0587220219515,0.707106781187,0,0.952033109297,0,0,0.707106781187,1.0,0,0,0,0,0.914686604095,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831889081456,0.789352217376,0,0,1,0.940467038516,0.939805565714,1,0.444749589997,0.499316324183,0,0,0,3,0.75,0.75,0,0,0,0,0,0,3,0.428240740741,0.423177083333,0,0,0,3,0,0,0,0,0,1,0.833333333333,0.833333333333,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,3,0.833333333333,0.833333333333,1,0.833333333333,0.833333333333,0,0,0,1,0.877449155523
yes,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.816091140218,1.0,0.677583266587,0,0,0.813733471207,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0.713334587877,1.0,0.614038864265,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.789352217376,1.0,0,0,0,0,0,2,0.785436718085,0.750795866971,1,0.878458591919,0.870388279778,0,0,0,0,0,0,0,0,0,0,0,0,3,0.472470393711,0.378731733982,0,0,0,0,1.0,1.0,0,0,0,1,0.625,0.625,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,3,0,0,0,0,0,3,0.0309165421885,0,1,0.75,0.75,0,0,0,0,0.833333333333,0.753571428571,1,0.555555555556,0.432615676526,0,0,0,0,0.841732499477
yes,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0.727272727273,0,0,0,0,0,1.0,0,0,0.816496580928,0.707106781187,0,0,0,0,1.0,1.0,1.0,0,0,0,1.0,0,0.13270666298,0,0,0,0,0,0,0,0.592550790068,0,0,0,0,0,1.0,0,1.0,1.0,0,0.727272727273,0.592550790068,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0.625,0.547619047619,0,0,0,3,0,0,0,0,0,3,0.833333333333,0.833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0952380952381,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0.629960524947,0.594603557501,0,0,0,0,0,0,3,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0.625,0.547619047619,0,0,0,2,0.862366762583
no,0,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.752576694707,0.763386285369,1.0,0,0,0.324324324324,0,0,0,0,1.0,0.707106781187,0,0,0,0.312652302234,0,0,0,0,0.723737544967,0.794357832977,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262008733624,0,0,0,0,0,0,2,0.901982865087,0.899053861681,1,0.230897352865,0.243404329987,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,0.166666666667,0.133333333333,0,0,0,3,0.138888888889,0.111111111111,0,0,0,1,0.0955725603471,0.0955725603471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.43829146821,0.43829146821,0,0,0,0,0,0,0,0.534880708313,0.534880708313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0.75,1,0.0743254446877,0.0594603557501,0,0,0,6,0.67467070337
yes,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.899769688436,1.0,0.742268041237,0,0.575221238938,0,0,0,0,0,0,0,0,0,0.689889798701,1.0,0,0,0,1.0,0.874154340299,1.0,0.742268041237,0,0,0,0,0,0,0,0,0,0,1.0,0,0.53828520196,0,0,0,0,0,0,0,1,0.882094271032,0.874951897242,1,0.534086025153,0.472939153447,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0311555693911,0.0234375,0,0,0,0,0.538461538462,0.517857142857,0,0,0,1,0.248277266382,0.248277266382,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.416666666667,0.430865986102,0,0,0,1,0.711835304275
yes,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.91785703596,0.91381154862,0,1.0,0.470588235294,0.470588235294,0,0,0,0,1.0,0,0,1.0,0.875042726568,0,0,0,0,1.0,0.918483910173,0.918483910173,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0555127216654,0.19801980198,0,0,0,0,0,2,0.925006865366,0.926163208814,0,0.913043478261,0.757920064423,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.544444444444,0,0,0,0,1.0,1.0,0,0,0,1,0.833333333333,0.833333333333,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.544444444444,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1.0,1.0,1,0.458333333333,0.4375,0,0,0,1,0.901462737173
yes,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768221279597,0,1.0,0,1.0,1.0,0,1.0,1.0,0,1.0,0.857492925713,0,0,0.904534033733,0,0,0,0,1.0,0.720077891646,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,0,0,1,0.961733102669,0.970592593157,0,1.0,1.0,0,1.0,1.0,0,0,0,1,0.75,0.75,1,0.75,0.75,0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0.833333333333,0.833333333333,0,0,0,3,0.75,0.75,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0.75,1,0.75,0.75,0,0,0,2,0.965409159161
no,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0.586129463503,0,0.598471049331,0,0,0,0,0,0,0,0,1.0,0,0,0.813733471207,0,0,0,0,0,0.533181953215,0,0.586605398974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.570026109117,0.560549836551,1,0.348835782751,0.102093363488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580152101349,0.00901742223766,0,0,0,3,0.0833333333333,0.024106060669,0,0,0,0,0.75,0.75,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.429054811325,0.429054811325,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769231,0.03125,0,0.520043965148,0.505010991287,0,0,0,4,0.526437658594
yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180327868852,1.0,1.0,0,1.0,1.0,0,0,0,0,0,1.0,0,0,0.904534033733,0,0,0,0,0,0.0317380352645,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0.89909440052,0.897504630927,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0,1,0.429054811325,0.420308269188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0.0833333333333,0.025,1,0.454545454545,0.423548652286,0,0,0,1,0.929181696638
no,0,2,0,0,0,1,0,0,0,0,1,2,4,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.646937383454,0,0,0,0,1.0,0,0.832050294338,0,0,0,1.0,0,0,0.715177271588,0,0,0,0,0,0.630735875493,0,0,0,0,0,0,0,0.728199992693,0,0,0,0,0,0,0,1.0,0,0.763386285369,0,0,0,0,2,0.634313202621,0.517067911289,2,0.661806719909,0.592729805731,0,0,0,0,0,0,0,0,0,0,0,0,6,0.666666666667,0.519443053107,0,0,0,0,0.5,0.513888888889,0,0,0,1,0.833333333333,0.833333333333,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0.75,0,0,0,3,0,0,0,0,0,0,0,0,6,0.75,0.615,1,0.416666666667,0.434027777778,0,0,0,7,0.735577448322
yes,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76154559557,0.830982509616,0.745241313525,0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0,0,0,0.748301498869,0.973913043478,0.721681574526,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,0,0.789817550656,0.865098994307,0,1.0,1.0,0,0,0,0,1.0,1.0,0,0.76369151912,0.885552706352,0,1.0,1.0,0,1.0,1.0,0,1.0,1.0,0,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535886731268,0.561231024155,0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,0,0,0,0.949155347146
yes,0,3,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.433388191498,0,0.174687099218,0,0,0.759256602365,0,0,0,0,1.0,0,0,0,1.0,0.878458591919,0,0,0,0,0.384028539131,0,0.132458318764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763386285369,0,0,0,0,0,0,1,0.541864028523,0.483307895647,2,0.654638686131,0.654264574881,3,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,0.0407485805523,0.0450024891205,0,0,0,0,0,0,0,0,0,0,0.76626027236,0.753636333734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0.833333333333,0.833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0.53125,0.527777777778,0,0,0,2,0.703662048383
yes,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.749837855365,1.0,1.0,0,0,0,0,0.430151737397,0.110431526075,1.0,1.0,0.752576694707,0,0,0.789352217376,0.849044513514,0,0,0,0,0.730271413519,1.0,1.0,0,0,1.0,0,0,0.732793491626,0,0,0,0,0,0,0,0,0,0.0735452495519,0.0624390243902,1.0,0,0,0,0.928476690885,0.90775800305,0,0.502080571429,0.385888699079,0,0,0,0,0,0,0,0.5,0.505531542243,0,1.0,1.0,0,0.164431768345,0.0134921854461,0,0,0,3,0,0,0,0,0,1,0.389722209762,0.394033739495,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0.515401384159,0.507567593531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0.75,0,0,0,3,0,0,2,1.0,1.0,0,0,0,3,0.75,0.75,1,0.75,0.75,0,0,0,1,0.772572756991
yes,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.828614421597,0.66560763518,1.0,0,0,0,1.0,1.0,0,0,0,0.707106781187,0,0,0.878458591919,0.512459964065,0,0,0,0,0.688617916789,0.714848313448,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,2,0.789597307569,0.732009751003,1,0.878458591919,0.838530276834,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0.0525378319327,0.0106447619651,0,0,0,1,0.833333333333,0.833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.531521936993,0.508405849865,0,0,0,0,0,0,3,0.625,0.664418148959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0.75,2,0.666666666667,0.666666666667,0,0,0,4,0.754015100388
